94,115,10
94,115,0
93,115,0
93,115,0
93,115,10
95,119,10
95,119,0
96,119,0
96,119,0
96,119,10
99,117,10
99,117,0
100,117,0
100,117,0
100,117,10
103,112,10
103,112,0
103,111,0
102,110,0
101,110,0
101,109,0
100,108,0
99,108,0
99,107,0
99,106,0
99,106,10
97,109,10
97,109,0
96,109,0
95,109,0
95,109,10
93,106,10
93,106,0
93,105,0
93,105,0
93,105,10
99,102,10
99,102,0
98,102,0
97,102,0
96,102,0
95,102,0
94,102,0
94,101,0
93,101,0
92,101,0
91,102,0
91,103,0
90,103,0
90,104,0
90,105,0
89,105,0
89,106,0
90,107,0
90,108,0
90,109,0
89,109,0
89,110,0
89,111,0
90,111,0
90,112,0
90,113,0
90,114,0
89,115,0
88,116,0
88,117,0
89,118,0
89,119,0
89,120,0
89,121,0
89,122,0
90,123,0
91,124,0
92,125,0
92,126,0
93,127,0
94,127,0
95,127,0
96,127,0
97,127,0
98,127,0
99,127,0
100,127,0
100,127,10
84,118,10
84,118,0
84,117,0
84,116,0
85,116,0
86,116,0
87,116,0
88,115,0
88,115,10
81,110,10
81,110,0
81,109,0
81,108,0
80,108,0
79,108,0
79,107,0
79,107,10
79,111,10
79,111,0
79,110,0
79,110,0
79,110,10
74,104,10
74,104,0
75,104,0
75,104,0
75,104,10
71,100,10
71,100,0
71,99,0
71,99,0
71,99,10
77,96,10
77,96,0
78,96,0
78,96,0
78,96,10
77,93,10
77,93,0
76,93,0
75,93,0
74,93,0
73,94,0
74,95,0
74,96,0
74,97,0
73,97,0
72,98,0
72,98,10
69,92,10
69,92,0
70,92,0
71,92,0
72,91,0
72,90,0
72,89,0
72,88,0
72,87,0
73,86,0
73,85,0
73,84,0
74,83,0
74,82,0
74,81,0
74,80,0
74,79,0
74,78,0
73,77,0
73,76,0
73,75,0
73,74,0
73,73,0
73,72,0
73,71,0
74,70,0
75,69,0
76,68,0
77,68,0
78,68,0
79,68,0
80,68,0
81,69,0
82,69,0
83,69,0
84,70,0
85,70,0
86,70,0
87,70,0
88,70,0
89,69,0
90,69,0
91,69,0
92,69,0
93,69,0
94,69,0
95,69,0
96,69,0
97,68,0
98,67,0
99,66,0
100,65,0
101,65,0
102,65,0
103,65,0
104,64,0
103,63,0
103,63,10
97,71,10
97,71,0
97,72,0
97,73,0
97,74,0
97,75,0
97,76,0
98,77,0
99,78,0
100,78,0
101,78,0
102,78,0
103,78,0
104,77,0
105,77,0
106,77,0
106,78,0
107,78,0
108,78,0
108,78,10
111,79,10
111,79,0
111,80,0
111,80,0
111,80,10
114,82,10
114,82,0
115,82,0
116,82,0
117,82,0
118,81,0
119,81,0
120,80,0
120,79,0
120,78,0
121,78,0
121,77,0
121,76,0
121,75,0
121,74,0
121,73,0
121,72,0
120,72,0
120,73,0
120,73,10
116,72,10
116,72,0
115,72,0
114,73,0
114,74,0
114,75,0
114,75,10
117,76,10
117,76,0
117,77,0
117,77,0
117,77,10
118,86,10
118,86,0
119,86,0
120,86,0
121,86,0
122,85,0
122,84,0
121,83,0
120,82,0
120,81,0
120,81,10
125,85,10
125,85,0
126,85,0
127,85,0
128,85,0
128,85,10
128,87,10
128,87,0
127,87,0
126,87,0
125,87,0
124,87,0
123,87,0
122,87,0
122,86,0
122,86,10
119,88,10
119,88,0
118,88,0
118,88,0
118,88,10
110,91,10
110,91,0
110,92,0
110,92,0
110,92,10
110,94,10
110,94,0
110,93,0
110,93,0
110,93,10
101,96,10
101,96,0
100,96,0
99,96,0
99,96,10
99,94,10
99,94,0
98,94,0
97,95,0
97,96,0
97,96,10
101,100,10
101,100,0
102,100,0
103,100,0
103,101,0
103,102,0
103,103,0
104,104,0
105,104,0
105,105,0
106,105,0
107,105,0
108,105,0
108,106,0
108,107,0
108,108,0
107,109,0
106,110,0
106,111,0
106,112,0
106,113,0
107,114,0
107,115,0
108,116,0
109,116,0
110,116,0
111,116,0
112,116,0
113,116,0
114,115,0
114,114,0
115,114,0
116,114,0
116,113,0
116,112,0
116,111,0
116,110,0
116,109,0
116,108,0
116,107,0
115,106,0
114,105,0
114,104,0
114,103,0
113,103,0
112,103,0
111,103,0
110,104,0
109,105,0
109,105,10
115,63,0
116,64,0
117,65,0
117,66,0
118,67,0
118,68,0
118,69,0
119,70,0
120,70,0
120,71,0
120,71,10
112,64,0
113,64,0
114,63,0
114,63,10
105,65,0
105,66,0
106,66,0
106,67,0
107,67,0
108,67,0
109,66,0
110,65,0
111,64,0
111,64,10
99,67,0
99,67,0
99,67,10
118,70,0
118,70,0
118,70,10
110,71,0
111,71,0
111,72,0
112,72,0
113,72,0
113,73,0
113,73,10
104,75,0
104,75,0
104,75,10
98,78,0
98,78,0
98,78,10
77,91,0
77,91,0
77,91,10
85,92,0
85,93,0
85,94,0
85,95,0
85,96,0
85,96,10
123,91,0
124,91,0
125,91,0
126,91,0
127,91,0
127,91,10
73,92,0
73,93,0
73,93,10
122,91,0
122,91,0
122,91,10
121,94,0
121,95,0
121,96,0
122,97,0
123,97,0
123,98,0
124,98,0
125,98,0
125,98,10
126,93,0
127,93,0
127,93,10
120,97,0
121,97,0
121,97,10
76,98,0
76,99,0
76,100,0
77,100,0
77,101,0
77,102,0
78,102,0
79,102,0
80,102,0
80,103,0
80,104,0
81,104,0
82,104,0
83,104,0
84,103,0
85,103,0
86,103,0
86,104,0
86,105,0
87,105,0
88,105,0
88,105,10
119,97,0
119,97,0
119,97,10
118,100,0
117,101,0
116,101,0
115,102,0
115,102,10
81,100,0
81,100,0
81,100,10
76,103,0
76,103,0
76,103,10
84,105,0
85,105,0
85,105,10
81,106,0
81,107,0
81,107,10
80,114,0
81,114,0
81,115,0
82,115,0
82,116,0
83,116,0
83,116,10
79,115,0
79,115,0
79,115,10
117,115,0
118,115,0
118,116,0
118,117,0
119,118,0
119,119,0
119,120,0
119,121,0
119,122,0
119,123,0
119,124,0
118,125,0
118,126,0
118,127,0
117,128,0
116,129,0
115,130,0
114,131,0
113,131,0
112,131,0
111,132,0
111,133,0
110,133,0
109,132,0
108,131,0
107,131,0
106,130,0
105,130,0
104,129,0
103,128,0
103,127,0
103,126,0
102,125,0
102,124,0
102,123,0
103,122,0
104,121,0
105,120,0
106,119,0
107,118,0
108,117,0
107,116,0
107,116,10
77,117,0
76,118,0
76,119,0
76,120,0
76,121,0
76,122,0
76,123,0
76,124,0
77,125,0
77,126,0
78,127,0
79,128,0
80,129,0
81,130,0
82,131,0
83,131,0
84,131,0
85,131,0
86,131,0
87,131,0
88,131,0
89,130,0
90,129,0
91,128,0
92,127,0
92,127,10
107,119,0
107,119,0
107,119,10
91,129,0
90,130,0
90,130,10
80,130,0
80,130,0
80,130,10
110,131,0
111,131,0
111,131,10
