138,156,10
138,156,0
137,155,0
136,155,0
135,154,0
134,154,0
133,154,0
132,153,0
131,153,0
130,153,0
129,152,0
128,152,0
127,151,0
126,151,0
125,150,0
124,149,0
123,148,0
123,147,0
122,146,0
123,145,0
123,144,0
124,144,0
125,143,0
126,143,0
127,142,0
128,142,0
129,142,0
130,143,0
131,143,0
132,143,0
133,144,0
134,144,0
135,144,0
136,145,0
137,145,0
138,145,0
139,146,0
140,146,0
141,147,0
142,147,0
143,147,0
144,148,0
145,148,0
146,148,0
147,149,0
148,149,0
149,150,0
150,150,0
151,150,0
152,151,0
153,151,0
154,151,0
155,152,0
156,152,0
157,152,0
158,152,0
159,152,0
160,152,0
161,152,0
162,152,0
163,151,0
164,151,0
165,150,0
166,150,0
167,149,0
168,149,0
169,148,0
170,148,0
171,147,0
172,147,0
173,146,0
174,147,0
175,147,0
176,148,0
177,148,0
177,149,0
177,150,0
176,151,0
175,152,0
174,153,0
174,154,0
173,155,0
172,156,0
171,157,0
171,158,0
171,159,0
171,160,0
171,161,0
171,162,0
171,163,0
171,164,0
170,164,0
169,164,0
168,164,0
167,164,0
166,164,0
165,164,0
164,164,0
163,163,0
162,163,0
161,163,0
160,163,0
159,162,0
159,162,10
152,158,10
152,158,0
153,159,0
153,160,0
154,161,0
154,162,0
155,163,0
155,164,0
155,165,0
154,165,0
153,165,0
152,165,0
151,164,0
150,163,0
149,162,0
148,161,0
147,160,0
146,159,0
145,158,0
144,157,0
144,156,0
143,155,0
142,154,0
141,154,0
141,154,10
